Name,Age,Education,Employment,Income,Poverty Level
Terry Taylor,31,No Education,Unemployed,9017,Below Poverty Line
Carol Gutierrez,42,Secondary,Employed,439657,Above Poverty Line
Kathryn Evans,85,Tertiary,Employed,15350,Middle Class
Guy Harrington,60,Secondary,Employed,474601,Above Poverty Line
Patricia Garcia,23,Secondary,Self-employed,474309,Above Poverty Line
Shannon Clark,59,Tertiary,Self-employed,597871,Above Poverty Line
Samuel Dunn,35,No Education,Employed,168397,Above Poverty Line
Brianna Wilson,74,No Education,Unemployed,6369,Below Poverty Line
Joel Smith,62,Primary,Unemployed,14688,Middle Class
Reginald Hancock,65,No Education,Unemployed,14320,Middle Class
Jaime Lee,65,No Education,Unemployed,8966,Below Poverty Line
Brittany Ortiz,87,Tertiary,Unemployed,4440,Below Poverty Line
Sherry Aguirre,71,Tertiary,Self-employed,538737,Above Poverty Line
Jesus Cowan,83,Primary,Self-employed,138665,Above Poverty Line
Deanna Young,55,Secondary,Employed,567118,Above Poverty Line
Tammy Gardner,70,Primary,Self-employed,196490,Above Poverty Line
Terri Beard,26,No Education,Employed,144789,Above Poverty Line
Douglas Hill,81,Primary,Self-employed,226908,Above Poverty Line
John Sanford,76,Primary,Employed,818902,Above Poverty Line
Kimberly Coleman,47,Secondary,Employed,757330,Above Poverty Line
Lisa Ramos,38,No Education,Employed,310950,Above Poverty Line
George Mason,45,Tertiary,Self-employed,855059,Above Poverty Line
Troy Dominguez,85,Secondary,Employed,945746,Above Poverty Line
Nicole Allen,36,Primary,Unemployed,3724,Below Poverty Line
Carl James,82,Primary,Unemployed,4998,Below Poverty Line
Megan Castaneda,50,No Education,Unemployed,11048,Middle Class
Amanda Mora,22,Tertiary,Self-employed,761038,Above Poverty Line
Kevin Simmons,50,No Education,Employed,240996,Above Poverty Line
Thomas Pratt,84,Tertiary,Self-employed,949272,Above Poverty Line
Lindsay Carrillo,27,No Education,Self-employed,658026,Above Poverty Line
Valerie Turner,69,No Education,Unemployed,15373,Middle Class
Elizabeth Duffy,62,No Education,Employed,748197,Above Poverty Line
Valerie Williams,47,Primary,Unemployed,5241,Below Poverty Line
Amy Tucker,26,Primary,Self-employed,955109,Above Poverty Line
Amanda Hubbard,53,Tertiary,Self-employed,671087,Above Poverty Line
Susan Bernard,35,Tertiary,Employed,343944,Above Poverty Line
Thomas Mccoy,37,Tertiary,Employed,631221,Above Poverty Line
Brian Hammond,70,Secondary,Employed,55352,Middle Class
Joseph White,45,Primary,Unemployed,9058,Below Poverty Line
Theresa Mccoy,58,Secondary,Unemployed,14163,Middle Class
Caitlyn Mason,30,No Education,Self-employed,760459,Above Poverty Line
Sue Ewing,33,Primary,Employed,495375,Above Poverty Line
Gerald Arnold,27,Tertiary,Unemployed,16981,Middle Class
Anna Olson,50,No Education,Unemployed,11558,Middle Class
Caleb Armstrong,38,Primary,Self-employed,794004,Above Poverty Line
Jennifer Harris,62,No Education,Self-employed,421238,Above Poverty Line
Kathleen Hill,22,Tertiary,Self-employed,325877,Above Poverty Line
Julie Phillips PhD,44,No Education,Unemployed,1820,Below Poverty Line
Stephen Mcmahon,69,No Education,Self-employed,702873,Above Poverty Line
Marc Edwards,41,No Education,Self-employed,528333,Above Poverty Line
Christian Cortez,41,Tertiary,Self-employed,800245,Above Poverty Line
Michelle Spence,47,Secondary,Unemployed,11340,Middle Class
Rachel Jordan,45,No Education,Self-employed,501705,Above Poverty Line
Michael Dalton,73,No Education,Employed,428829,Above Poverty Line
Christina Steele,59,Primary,Employed,654215,Above Poverty Line
Wendy Rivera,77,Tertiary,Unemployed,8884,Below Poverty Line
Mario Owen,42,Tertiary,Employed,126432,Above Poverty Line
Christopher Thompson,28,No Education,Unemployed,17160,Middle Class
Raymond Patterson,82,Secondary,Unemployed,12912,Middle Class
Juan Martinez,25,Tertiary,Employed,417179,Above Poverty Line
Mark Porter,20,Secondary,Unemployed,15274,Middle Class
Joshua Carpenter,50,Secondary,Employed,568622,Above Poverty Line
Roberto Guerrero,75,Primary,Self-employed,49612,Middle Class
Sean Cortez,38,Primary,Employed,826138,Above Poverty Line
Michael Maynard,42,No Education,Unemployed,4532,Below Poverty Line
Victoria Goodman,72,No Education,Employed,634614,Above Poverty Line
David Moon,56,Secondary,Self-employed,181745,Above Poverty Line
Matthew Washington,39,Secondary,Self-employed,246774,Above Poverty Line
Aaron Reid,28,Tertiary,Self-employed,57037,Middle Class
Debra Solis,27,Secondary,Employed,987641,Above Poverty Line
Todd Benitez,80,No Education,Self-employed,767735,Above Poverty Line
Elizabeth Smith,66,Secondary,Employed,196318,Above Poverty Line
Brian Smith,45,Tertiary,Employed,316241,Above Poverty Line
Jamie Keith,87,Tertiary,Unemployed,5809,Below Poverty Line
Laura Turner,42,Secondary,Self-employed,1003486,Above Poverty Line
Richard Howard,79,No Education,Employed,674685,Above Poverty Line
Melissa Perez,41,Primary,Unemployed,8585,Below Poverty Line
Scott Butler,76,Tertiary,Unemployed,1755,Below Poverty Line
Misty Rodriguez,55,Secondary,Self-employed,781027,Above Poverty Line
Jose Wells,35,Primary,Unemployed,13848,Middle Class
Meagan Bradford,30,Secondary,Self-employed,582653,Above Poverty Line
Samuel White,28,Tertiary,Unemployed,15318,Middle Class
Kim Hester,28,Tertiary,Employed,804648,Above Poverty Line
Kerry Sherman,18,Secondary,Unemployed,10491,Middle Class
David Delgado,30,Secondary,Self-employed,997055,Above Poverty Line
Dana Estrada,70,No Education,Employed,663410,Above Poverty Line
Eugene Green,67,Tertiary,Employed,945200,Above Poverty Line
Christopher Anderson,53,Tertiary,Unemployed,6786,Below Poverty Line
Melissa Tucker,31,Secondary,Employed,553386,Above Poverty Line
William Wyatt,39,Tertiary,Employed,827656,Above Poverty Line
Jeffery Porter,56,No Education,Employed,991547,Above Poverty Line
Brandon Ochoa,48,Secondary,Employed,307036,Above Poverty Line
Lonnie Johnson,56,Secondary,Unemployed,9604,Below Poverty Line
Michael Cummings,87,No Education,Employed,16108,Middle Class
Pamela Anderson,19,Tertiary,Unemployed,15372,Middle Class
Steven Jones,54,Secondary,Employed,438648,Above Poverty Line
Carolyn Atkins,51,Tertiary,Unemployed,15272,Middle Class
Rachel Hawkins,79,No Education,Unemployed,3922,Below Poverty Line
Kayla Davis,69,Primary,Unemployed,6154,Below Poverty Line
Colleen Williams,45,Primary,Self-employed,130308,Above Poverty Line
Anthony Lopez,46,Secondary,Employed,257757,Above Poverty Line
John Ali,64,Primary,Employed,687364,Above Poverty Line
Sherry Cline DDS,23,No Education,Unemployed,9679,Below Poverty Line
Timothy Reeves,77,No Education,Unemployed,14984,Middle Class
John Haas,43,No Education,Unemployed,14489,Middle Class
Rachel Rivera,29,No Education,Employed,115109,Above Poverty Line
Mary Salas,48,No Education,Employed,600135,Above Poverty Line
Sarah Austin,72,No Education,Unemployed,12366,Middle Class
Linda Davis,26,Primary,Unemployed,8515,Below Poverty Line
Marissa Rodriguez,60,Primary,Self-employed,166199,Above Poverty Line
Jack Padilla,63,No Education,Self-employed,871545,Above Poverty Line
Yvonne Frank,30,Tertiary,Unemployed,11373,Middle Class
Billy Kelley,85,Secondary,Self-employed,91889,Middle Class
Peter Harris,55,Primary,Employed,792260,Above Poverty Line
Andrew Moore,69,Secondary,Employed,829662,Above Poverty Line
Ryan Bean,24,Tertiary,Self-employed,324463,Above Poverty Line
Robert Green,73,Tertiary,Employed,229602,Above Poverty Line
Sandra Jones,34,Secondary,Employed,627748,Above Poverty Line
Donald Harris,72,Secondary,Employed,920142,Above Poverty Line
Jason Weiss,27,Primary,Employed,223073,Above Poverty Line
Richard King,47,Secondary,Unemployed,9658,Below Poverty Line
Pamela Anderson,61,Secondary,Unemployed,11557,Middle Class
Sheila Richardson,57,Secondary,Employed,838150,Above Poverty Line
Howard Rivera,57,Primary,Self-employed,117020,Above Poverty Line
Julie Lara,86,Primary,Employed,235191,Above Poverty Line
Steven Hill,21,Tertiary,Unemployed,4859,Below Poverty Line
Richard White,37,No Education,Self-employed,181004,Above Poverty Line
Larry Norman,45,No Education,Self-employed,82044,Middle Class
Margaret Garza,57,Secondary,Unemployed,14369,Middle Class
Jeffrey Saunders,22,No Education,Unemployed,18009,Middle Class
Christine Brown,37,No Education,Self-employed,384996,Above Poverty Line
Miss Michelle Johns,54,No Education,Employed,613300,Above Poverty Line
Teresa Reynolds,52,Primary,Employed,967679,Above Poverty Line
Angela Salinas,55,Primary,Employed,756557,Above Poverty Line
Glen Montgomery,51,No Education,Employed,275906,Above Poverty Line
Lawrence Chapman,19,No Education,Unemployed,8130,Below Poverty Line
Brian Kelly,61,Tertiary,Self-employed,679691,Above Poverty Line
Robert Mcgee,43,Tertiary,Self-employed,827464,Above Poverty Line
Dr. Thomas Hall,80,Tertiary,Unemployed,17795,Middle Class
Joseph Salas,29,Primary,Employed,437076,Above Poverty Line
Holly Burton,54,Primary,Unemployed,6760,Below Poverty Line
Jacob Kennedy,67,Secondary,Self-employed,345386,Above Poverty Line
Diana Smith,18,No Education,Employed,421453,Above Poverty Line
David Harrington,51,Primary,Employed,186535,Above Poverty Line
Karen Hughes,22,Primary,Employed,507271,Above Poverty Line
James Watkins,30,Tertiary,Self-employed,822347,Above Poverty Line
Jeffrey Carter,71,Primary,Unemployed,6427,Below Poverty Line
Sandra Young,45,No Education,Unemployed,6508,Below Poverty Line
Crystal Johnston,84,Primary,Employed,331009,Above Poverty Line
Jennifer Lee,58,Tertiary,Unemployed,14298,Middle Class
Kenneth Martinez,72,No Education,Self-employed,994719,Above Poverty Line
Kelly Thornton,66,Primary,Self-employed,119924,Above Poverty Line
Natalie Castro,25,Secondary,Self-employed,343789,Above Poverty Line
Erik Phelps,23,Secondary,Employed,55695,Middle Class
Kelsey Carroll,27,Primary,Self-employed,446218,Above Poverty Line
Lauren Rowe,49,Tertiary,Employed,516684,Above Poverty Line
Joshua White,56,No Education,Employed,796225,Above Poverty Line
Gina Hamilton,38,No Education,Employed,142395,Above Poverty Line
Mr. Mario Herman MD,58,Secondary,Self-employed,51680,Middle Class
Regina Perez,76,Tertiary,Employed,709423,Above Poverty Line
Bradley Dalton,37,No Education,Unemployed,12990,Middle Class
Sara Thompson,59,Tertiary,Unemployed,7512,Below Poverty Line
Brandon Sandoval,36,Secondary,Self-employed,425578,Above Poverty Line
Kelly Guzman,49,No Education,Employed,859897,Above Poverty Line
Jonathan Mitchell,48,Tertiary,Self-employed,661169,Above Poverty Line
Charlotte Ward,49,Primary,Self-employed,171004,Above Poverty Line
Jessica Brown,57,No Education,Self-employed,834931,Above Poverty Line
Karen Baker,82,Primary,Self-employed,77019,Middle Class
Matthew Gallagher,38,Tertiary,Unemployed,6032,Below Poverty Line
Anthony Hunt,73,Primary,Self-employed,467903,Above Poverty Line
Christopher Rogers,80,Primary,Employed,591808,Above Poverty Line
Peter Cooper,19,Tertiary,Unemployed,13001,Middle Class
Amanda Patterson,81,Secondary,Unemployed,10946,Middle Class
Robert Fischer,71,Secondary,Unemployed,16069,Middle Class
Robert Conway DDS,27,No Education,Self-employed,817612,Above Poverty Line
Laura Tran,67,Secondary,Employed,969200,Above Poverty Line
Michelle Graves,69,Tertiary,Employed,586899,Above Poverty Line
Susan David,26,Primary,Self-employed,476924,Above Poverty Line
Jessica Williams,21,Tertiary,Employed,107437,Above Poverty Line
Michael Reyes,53,No Education,Unemployed,5324,Below Poverty Line
Jacob Porter,69,No Education,Unemployed,8222,Below Poverty Line
Eric Mccarty,22,No Education,Self-employed,916194,Above Poverty Line
Angela Benson,36,Primary,Self-employed,537001,Above Poverty Line
Javier Fleming,41,No Education,Self-employed,862191,Above Poverty Line
Tina Nelson,18,Primary,Employed,116751,Above Poverty Line
Jeff Spencer,84,Secondary,Employed,84617,Middle Class
Julia Brown,35,No Education,Self-employed,845210,Above Poverty Line
Terry Miller,76,No Education,Employed,775930,Above Poverty Line
Beth Perez,36,Tertiary,Self-employed,626452,Above Poverty Line
Daniel Bradshaw,64,No Education,Self-employed,594219,Above Poverty Line
Taylor Hines,75,Secondary,Self-employed,639524,Above Poverty Line
Robert Chen,37,No Education,Unemployed,6675,Below Poverty Line
Alexis Young,56,Primary,Unemployed,9820,Below Poverty Line
Mallory Duran,73,Secondary,Unemployed,7038,Below Poverty Line
Courtney Oconnell,56,No Education,Employed,639676,Above Poverty Line
Stephen Barnett,66,Secondary,Employed,86115,Middle Class
Danny Woodward,82,Primary,Unemployed,9731,Below Poverty Line
Kelly Osborn,45,Primary,Self-employed,339444,Above Poverty Line
Veronica Hernandez,50,Primary,Unemployed,16204,Middle Class
Andrew Hensley,63,No Education,Unemployed,6627,Below Poverty Line
Jeffrey Rivera,78,Secondary,Employed,591320,Above Poverty Line
Roger Flowers,72,Secondary,Self-employed,541710,Above Poverty Line
Matthew Thornton,69,Secondary,Unemployed,6615,Below Poverty Line
Isabella Ryan,82,Tertiary,Employed,237033,Above Poverty Line
Mary Brooks,55,Primary,Employed,458725,Above Poverty Line
Diane Sandoval,51,Secondary,Unemployed,14257,Middle Class
Joel Price,87,Primary,Employed,654333,Above Poverty Line
Jimmy Smith,46,Primary,Unemployed,11481,Middle Class
Scott Castillo,38,No Education,Employed,457420,Above Poverty Line
Paul Walton,29,Tertiary,Employed,199255,Above Poverty Line
Jennifer Mckee,18,Tertiary,Self-employed,681991,Above Poverty Line
Adam Ali,30,No Education,Self-employed,816400,Above Poverty Line
Grace Brown,69,Secondary,Employed,297826,Above Poverty Line
Caleb Clayton,23,Tertiary,Self-employed,14900,Middle Class
Kristopher Reyes,37,Tertiary,Unemployed,13020,Middle Class
Christine Warner,66,Tertiary,Unemployed,5887,Below Poverty Line
Joel Hill,47,Secondary,Unemployed,7097,Below Poverty Line
Peter Glover,81,Secondary,Employed,716270,Above Poverty Line
Aaron Green DVM,50,Tertiary,Employed,773408,Above Poverty Line
Christina Cowan,35,Primary,Employed,563126,Above Poverty Line
Dr. Michael Johns,62,Primary,Unemployed,11359,Middle Class
Amber Krueger,51,Primary,Employed,814118,Above Poverty Line
Aaron Goodman,28,Primary,Self-employed,533880,Above Poverty Line
Melanie Nicholson,45,Secondary,Self-employed,79907,Middle Class
Richard Collins,72,No Education,Employed,540262,Above Poverty Line
William Smith,32,Secondary,Unemployed,10057,Middle Class
Michael Warren,19,No Education,Unemployed,15124,Middle Class
Frank Thomas,46,Secondary,Unemployed,8364,Below Poverty Line
Lauren Lopez,79,No Education,Self-employed,689432,Above Poverty Line
Nicholas Rodriguez,63,No Education,Self-employed,553700,Above Poverty Line
Joseph Chambers,62,Primary,Unemployed,8827,Below Poverty Line
Christopher Collins,79,Tertiary,Self-employed,426762,Above Poverty Line
Danielle Thompson,63,Tertiary,Self-employed,778565,Above Poverty Line
Kayla Davis,60,Secondary,Employed,514991,Above Poverty Line
Debra Morrison,53,Tertiary,Unemployed,14873,Middle Class
Tyrone Hicks,39,No Education,Unemployed,6222,Below Poverty Line
Heather Kim,47,Primary,Employed,923515,Above Poverty Line
Kenneth Kane,84,No Education,Unemployed,10417,Middle Class
Benjamin Price,35,No Education,Employed,995250,Above Poverty Line
Nicole Reeves,46,Secondary,Self-employed,982205,Above Poverty Line
Michelle Smith,35,Tertiary,Unemployed,13133,Middle Class
Sandra Andersen,46,Primary,Unemployed,15838,Middle Class
Tyler Hawkins,42,No Education,Unemployed,5183,Below Poverty Line
David Owens,39,No Education,Self-employed,527419,Above Poverty Line
James Long,72,No Education,Unemployed,9182,Below Poverty Line
Jennifer Long,32,Secondary,Self-employed,318095,Above Poverty Line
Katherine Kelley,61,No Education,Unemployed,1163,Below Poverty Line
Courtney Flores,72,No Education,Unemployed,10653,Middle Class
Brooke Chandler,23,Tertiary,Employed,727814,Above Poverty Line
Dr. Kathy Williams,77,No Education,Employed,767185,Above Poverty Line
Regina Bryan,47,Tertiary,Unemployed,14186,Middle Class
Kenneth Miller,67,Tertiary,Employed,308396,Above Poverty Line
Taylor Jarvis,82,Tertiary,Unemployed,9852,Below Poverty Line
Michael Vasquez,67,No Education,Self-employed,668185,Above Poverty Line
Michael Rosales,75,No Education,Self-employed,89777,Middle Class
Anthony Thompson,84,No Education,Unemployed,11880,Middle Class
Charles Perez,35,Primary,Employed,829207,Above Poverty Line
William Benton,84,Tertiary,Employed,513596,Above Poverty Line
Brandon Cooper,24,Primary,Employed,533363,Above Poverty Line
Jeffrey Sanders,52,No Education,Employed,658141,Above Poverty Line
Melissa Wiley,48,No Education,Self-employed,556910,Above Poverty Line
Melissa Thomas,85,Primary,Employed,549446,Above Poverty Line
Meredith Fox,55,Secondary,Employed,851213,Above Poverty Line
David Armstrong,83,Secondary,Unemployed,12080,Middle Class
Amy White,65,Tertiary,Self-employed,587762,Above Poverty Line
Amy Beck,42,No Education,Unemployed,7006,Below Poverty Line
James Hughes,44,Secondary,Unemployed,11271,Middle Class
Jacqueline Rodriguez,87,Primary,Self-employed,507269,Above Poverty Line
Steven Landry,51,Primary,Self-employed,125309,Above Poverty Line
Kimberly Foster,46,No Education,Self-employed,458599,Above Poverty Line
Martin Obrien,66,Tertiary,Unemployed,12060,Middle Class
Mark Shah,40,Secondary,Unemployed,5491,Below Poverty Line
Tiffany Smith,49,Secondary,Self-employed,25958,Middle Class
Rodney Peterson,34,No Education,Employed,575692,Above Poverty Line
Melissa Harmon,59,Secondary,Employed,602622,Above Poverty Line
Tara Shelton,42,Secondary,Unemployed,8119,Below Poverty Line
Carrie Stewart,29,No Education,Employed,437024,Above Poverty Line
Dr. Wendy Williamson,43,Primary,Unemployed,11210,Middle Class
Nicole Savage,45,Tertiary,Self-employed,566927,Above Poverty Line
Rhonda Freeman,87,Primary,Unemployed,8405,Below Poverty Line
